$$ Transaction 0 $$
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getIsPublic] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [extractPrimaryKey] [Average Execution Time:0.00011] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [-init-] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [extractData] [Average Execution Time:0.3541] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [createDataCacheEntry] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [-init-] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForINVENTORYID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForNAME] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForHEADING] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForDESCRIPTION] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForPKGINFO] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForIMAGE] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForIMGBYTES] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForPRICE] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForCOST] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForCATEGORY] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForQUANTITY] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForNOTES] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForISPUBLIC] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForMINTHRESHOLD] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForMAXTHRESHOLD] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [hashCode] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [equals] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbActivate] [Average Execution Time:0.00007] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [ejbActivate] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbLoad] [Average Execution Time:0.00037] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [equals] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [equals] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [hydrate] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [ejbLoad] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [-init-] [Average Execution Time:0.01289] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getID] [Average Execution Time:0.00118] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [getID] [Average Execution Time:0.00007] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getInventoryID] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getInventoryID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getName] [Average Execution Time:0.00104] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getName] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getName] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getHeading] [Average Execution Time:0.00104] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getHeading] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getHeading] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getDescription] [Average Execution Time:0.00105] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getDescription] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getDescription] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getPkginfo] [Average Execution Time:0.00105] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getPkginfo] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getPkginfo] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getImage] [Average Execution Time:0.00105] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getImage] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getImage] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getPrice] [Average Execution Time:0.00104] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getPrice] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getPrice] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getCost] [Average Execution Time:0.00106] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getCost] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getCost] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getCategory] [Average Execution Time:0.00105] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getCategory] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getCategory] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getQuantity] [Average Execution Time:0.00105] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getQuantity] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getQuantity] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getNotes] [Average Execution Time:0.00105] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getNotes] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getNotes] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [isPublic] [Average Execution Time:0.00109] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [isPublic] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getIsPublic] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getIsPublic] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [extractPrimaryKey] [Average Execution Time:0.00011] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [-init-] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [extractData] [Average Execution Time:0.00215] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanExtractor_53081ec0] [createDataCacheEntry] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [-init-] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForINVENTORYID] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForNAME] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForHEADING] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForDESCRIPTION] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForPKGINFO] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForIMAGE] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForIMGBYTES] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForPRICE] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForCOST] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForCATEGORY] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForQUANTITY] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForNOTES] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForISPUBLIC] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForMINTHRESHOLD] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [setDataForMAXTHRESHOLD] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [hashCode] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [equals] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbActivate] [Average Execution Time:0.00007] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [ejbActivate] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [ejbLoad] [Average Execution Time:0.00035] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [equals] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryKey] [equals] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [hydrate] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [ejbLoad] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/StoreItem] [-init-] [Average Execution Time:0.01576] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getID] [Average Execution Time:0.00111] 
[com/ibm/websphere/samples/plantsbywebsphereejb/InventoryBean] [getID] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getInventoryID] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getInventoryID] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getName] [Average Execution Time:0.00107] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getName] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getName] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getHeading] [Average Execution Time:0.00105] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getHeading] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getHeading] [Average Execution Time:0.00001] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getDescription] [Average Execution Time:0.00149] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getDescription] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getDescription] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getPkginfo] [Average Execution Time:0.00149] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getPkginfo] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getPkginfo] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getImage] [Average Execution Time:0.00149] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getImage] [Average Execution Time:0.00007] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getImage] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getPrice] [Average Execution Time:0.00151] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getPrice] [Average Execution Time:0.00007] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getPrice] [Average Execution Time:0.00003] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getCost] [Average Execution Time:0.00148] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getCost] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getCost] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getCategory] [Average Execution Time:0.00143] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getCategory] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getCategory] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getQuantity] [Average Execution Time:0.0014] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getQuantity] [Average Execution Time:0.00006] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getQuantity] [Average Execution Time:0.00002] 
[com/ibm/websphere/samples/plantsbywebsphereejb/EJSLocalCMPInventory_53081ec0] [getNotes] [Average Execution Time:0.00104] 
[com/ibm/websphere/samples/plantsbywebsphereejb/ConcreteInventory_53081ec0] [getNotes] [Average Execution Time:0.00004] 
[com/ibm/websphere/samples/plantsbywebsphereejb/websphere_deploy/DERBY_V100_1/InventoryBeanCacheEntryImpl_53081ec0] [getNotes] [Average Execution Time:0.00001] 
