2007-07-18 18:13:48,156  WARN (ParseSrcVisitor.java:115) - Parent object is found as null for java.awt.geom.PathIterator
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,734  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,750  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
2007-07-18 18:13:48,765  WARN (ParseSrcVisitor.java:202) - Failed to get equivalent method declaration for att.grappa.GrappaColor,doAddColor(java.lang.String,java.awt.Color,boolean)  ReturnType: for class: att.grappa.GrappaColor
